"ID del post","ID dell'account","Nome utente dell'account","Nome account",Descrizione,"Durata (s)","Orario di pubblicazione",Permalink,"Tipo di post","Commento sui dati",Data,Visualizzazioni,"Mi piace",Condivisioni,Commenti,Salvataggi,Copertura,Follower
18157022656436870,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","""Wellness hotel. Coworking space. Community hub.

What if you didn't have to choose?

@magnus.berlin (Founder nook society) is one of the speakers at BEAM 2026.

And he created something that didn't exist before: EXPERIENCE TRAVEL, a new segment in hospitality that combines wellness, new work, and community in a single business model.

But Magnus isn't just a visionary.
He's an operator who transforms underperforming properties into sought-after destinations through asset-light models, strategic repositioning, and innovative targeting.

From boutique hotels to wellness retreats, from member-managed spaces to places where culture and social life meet – nook society proves that hospitality can be reinvented.

At BEAM, he shares how he created a market from scratch and made properties profitable that others would have sold.

🗓 May 19-20, 2026 | Bolzano
🎟 Tickets → Link in bio

#BEAMSummit #LeadTheShift #ExperienceTravel #HospitalityInnovation #nookSociety #FutureOfHospitality""",0,"03/04/2026 09:30",https://www.instagram.com/p/DVeJDF8ALIg/,"Carosello di Instagram",,Totale,1259,20,4,0,0,419,3
17882610024461342,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","""Medical prescription: 7 days in Sweden""

Sweden is the first destination in the world to promote stays on medical prescription.

Nils Persson (CMO Visit Sweden) coordinated ""The Swedish Prescription"" – the campaign that transformed destination marketing from ""come see"" to ""come feel better"".

Not a slogan. Scientifically proven effects on physical and mental health.

At BEAM, discover how bold marketing generates results that best practices will never reach.

🗓 May 19-20, 2026 | Bolzano
🎟 Tickets → Link in bio

#BEAMSummit #LeadTheShift #DestinationMarketing #VisitSweden""",0,"02/20/2026 07:00",https://www.instagram.com/p/DU--VeGDHC0/,"Carosello di Instagram",,Totale,383,11,1,1,0,187,0
18132350755457584,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","From professional footballer to initiator of Viva con Agua.

From one idea to two Villa Vivas in Hamburg and Cape Town, with a third opening at the beginning of 2027 at HOLZMARKT Berlin. 

@benjamin.adrion is one of the speakers at BEAM 2026.

But he's not here to tell you how to ""do good.""

He's here to show you how they built a sustainable hospitality model that scales: spaces that generate measurable social impact, self-sustaining communities, businesses that improve the world.

Villa Viva is not a hotel.
It's a social guesthouse where music, art, sports, and social engagement meet to transform ideas into concrete projects.

At BEAM, discover how hospitality can be a movement, not just a service.

🗓 May 19-20, 2026 | Bolzano
🎟 Tickets → Link in bio

#BEAMSummit #LeadTheShift #VivaConAgua #RegenerativeHospitality #SocialImpact #FutureOfHospitality",0,"02/17/2026 08:30",https://www.instagram.com/p/DU3aQEOjcke/,"Carosello di Instagram",,Totale,424,10,1,0,0,192,0
18063956741316422,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","Before you can lead a team, transform a business, or collaborate radically with others, you must first listen to yourself.
10 minutes.
That's all it takes to remember.

Are you coming to BEAM 2026?
May 19-20 | Bolzano - link in bio!

#BEAM2026 #SelfCollaboration #LeadTheShift #MiriamKirchler #Mindfulness #Wellness""",0,"02/16/2026 07:00",https://www.instagram.com/p/DU0rMyAksEr/,"Carosello di Instagram",,Totale,447,8,0,3,3,202,0
18071942996386699,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","At BEAM 2025, many people physically designed spaces and discovered that creating spaces that work isn’t complex. 

It’s intentional. 

BEAM 2026 | May 19-20 | Bolzano
Link in bio. 

#BEAM2026 #SpaceDesign #LeadTheShift #OraetLabora #HospitalityInnovation",0,"02/10/2026 09:41",https://www.instagram.com/p/DUlgyjtjcTi/,"Carosello di Instagram",,Totale,543,10,1,0,2,290,0
17906186379181154,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","Two days where every moment is designed to make you grow.
Every element is intentional.
Every detail matters.
Every hour has impact.
This is the BEAM experience.

May 19-20, 2026 | Bolzano

Register now → link in bio

#BEAM2026 #HospitalityInnovation #Networking",36,"02/07/2026 08:32",https://www.instagram.com/reel/DUdqf8xAXdN/,"Reel di Instagram",,Totale,528,12,2,0,0,385,0
17939314620125202,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","Nothing is left to chance.
From arrival to dinner.
From connections to content.
This is the anatomy of an event that works.

May 19-20, Bolzano

Get your ticket via link in bio 😎

#BEAM #BEAMSummit #hospitality #hospitalityevent #networking",0,"02/04/2026 10:16",https://www.instagram.com/p/DUWIIF0io3H/,"Carosello di Instagram",,Totale,339,7,0,0,3,176,0
18305145469284798,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","Face-to-face interactions have dropped by 30% in the last decade. 
Teens don't go out anymore. They stay home.

We're living in what Philipp Kirnbauer calls the ""Anti-Social Century"" — an era where we've lost the Circle of Village. 

That space where you meet people who disagree with you. 
Where you learn tolerance. 
Where serendipity happens.
Technology amplifies the I, not the WE.

And nothing truly wonderful will ever happen to you on a screen.

The solution? 
It's not another app. It's physical. Spatial. Human.

At BEAM 2025, we explored how to design spaces that rebuild the connections we've lost. Spaces that create the conditions for the Circle of Village to exist again.

Because in 2026, people don't choose who serves them better. 
They choose who makes them feel something.

BEAM 2026 | May 19-20 | Bolzano
Link in bio for tickets.

#BEAM2026 #HospitalityDesign #SpatialDesign #LeadTheShift #Serendipity #ConnectionMatters #FutureHospitality #EventProfs""",0,"02/02/2026 08:30",https://www.instagram.com/p/DUQyVHsjCYv/,"Carosello di Instagram",,Totale,521,8,1,0,0,230,0
18100602775863046,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","At BEAM you don't count business cards collected.

You count:
- Conversations that make you see your business from a new perspective
- People you keep exchanging ideas with even 6 months later
- Concrete projects born from a coffee during the break
- That feeling of ""finally someone who understands what I'm trying to do""

Here you meet the right people.
Not everyone.
The right ones for you.

BEAM 2026 | May 19-20

Ticket via link in bio.

#BEAMsummit #hospitality #networking #networkingevent",0,"01/29/2026 08:30",https://www.instagram.com/p/DUGfJgzD_41/,"Immagine di Instagram",,Totale,438,8,0,0,1,235,0
18070171382434950,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","""How do you grow without losing your identity?""

That's the question every hospitality entrepreneur asks when scaling.

Sven Sallaerts solved it with 16 concepts across 4 countries – and an HR model that makes employees co-entrepreneurs.

At BEAM 2026, he shares the strategy behind Younique Concepts and Pesca's expansion (Rotterdam, Amsterdam, Nice, Hamburg).

Not theory. Concrete methods.

🗓 May 19-20 | Bolzano
🎟 Link in bio

#BEAMSummit #LeadTheShift",0,"01/26/2026 09:30",https://www.instagram.com/p/DT-3ocqgEla/,"Carosello di Instagram",,Totale,20412,15,0,1,3,35190,3
18054463385394919,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","Hotel + Co-living + Coworking + Restaurant = ?
The future.

The 'just a hotel' model is dying.
Hybrid spaces are exploding.

Why?
Because travelers don't want a room.
They want an experience. A community. A lifestyle.

👉 Get the complete guide - link in bio :)

#hospitality #hospitalitymanagement #BEAMSummit",0,"01/23/2026 08:30",https://www.instagram.com/p/DT3CYu-j1jp/,"Carosello di Instagram",,Totale,554,11,1,1,8,249,0
17910325827295796,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","Networking at BEAM isn't random.
It's engineered.

At BEAM, you don't hope to meet someone.
You meet them.

May 19-20, 2026 | Bolzano

#hospitality #BEAM #hospitalitytrends",31,"01/19/2026 09:02",https://www.instagram.com/reel/DTsyy8PkxYS/,"Reel di Instagram",,Totale,455,20,2,1,1,361,1
18111611554714572,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","BEAM 2026's final schedule is still being finalized, but one thing is certain: it won't be like any other event.

Day 1 → Opening Keynote, No-filter Panels, Intensive BEAM Labs, Exclusive Evening Experience

Day 2 → Morning Momentum, Visionary Keynotes, Interactive Roundtable, Future Talk

But most importantly:
→ Engineered networking (zero random chats)
→ Partnerships born with purpose
→ Concrete tools ready for Monday morning
→ Exclusive community that lasts 365 days

BEAM isn't for those looking for an event to ""show face.""
It's for those ready to lead change in hospitality.

Swipe for the program preview 👆

⏰ Prices increase tonight at midnight
🎟 Book now → Link in bio

#BEAM2026 #HospitalityInnovation #FieraBolzano #FutureOfHospitality",0,"01/15/2026 08:30",https://www.instagram.com/p/DTicB4sE8Zw/,"Carosello di Instagram",,Totale,6666,20,0,1,1,33512,1
18253511941292938,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","You can't describe it.
You have to feel it.
Be part of the energy 💪🔥

#beam #BEAMSummit #hospitality",21,"01/13/2026 08:01",https://www.instagram.com/reel/DTdPI4sj8J-/,"Reel di Instagram",,Totale,1579,31,0,5,0,1110,1
18072664124079879,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","It's NOT:
→ Another conference
→ Random networking
→ Theoretical talks

BEAM IS:
→ 400 hospitality innovators
→ 48 hours of transformation
→ Connections that change businesses
→ A year-round movement

Not an event.
An experience.

May 19-20, 2026 | Bolzano

See you there?😍

#hospitality #beam #BEAMSummit",32,"01/07/2026 08:32",https://www.instagram.com/reel/DTN10ygk8Mj/,"Reel di Instagram",,Totale,793,19,0,2,1,615,0
18083305343137808,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","Those who understand Gen Z today, dominate the market tomorrow. 
Not because they chase trends, but because they anticipate the future.

Could this be a good resolution for 2026?
Let's see!

#beam #hospitatily #genZ",0,"12/30/2025 08:30",https://www.instagram.com/p/DS5PUPtCplL/,"Carosello di Instagram",,Totale,802,16,1,2,2,216,1
18081574477934031,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","As you close the year, one question for 2025:
Are you using AI to amplify the human or replace it?

Marriott, MGM and Wynn have already chosen. 
And their answer might surprise you.

Happy holidays from BEAM 🎄

#beam #hospitality #BEAMSummit",0,"12/23/2025 05:30",https://www.instagram.com/p/DSm5I0YjXGp/,"Carosello di Instagram",,Totale,1159,12,0,0,2,314,1
18308556289254904,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","We asked BEAM 2025 speakers and participants to describe it in one word.
Transformation.
Connection.
Inspiration.
Energy.
Future.

But one word isn't enough. You have to experience it.

👉 May 19-20, 2026 | Bolzano

#hospitality #beam #BEAMSummit",26,"12/19/2025 08:32",https://www.instagram.com/reel/DSc6wKHlGec/,"Reel di Instagram",,Totale,33786,59,4,1,11,72640,6
17898827931203655,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","Most events talk. BEAM acts.
This is how innovators will reshape hospitality.

May 19-20, 2026 | Bolzano

Tickets now available
👉 Link in bio :)

#beam #hospitality #beamsummit",0,"12/17/2025 09:31",https://www.instagram.com/p/DSX37krCqeN/,"Carosello di Instagram",,Totale,2005,13,0,0,4,3136,1
18424878763119788,17841465712152746,beam_summit,"BEAM Hospitality Gamechanger Summit","Words you hear from every BEAM participant.
Not from us. 
From the 270 innovators who chose to be part of the movement in 2025.
In 2026, we'll be 400.
Will you be among them?",40,"12/15/2025 09:43",https://www.instagram.com/reel/DSSvt_sjUPe/,"Reel di Instagram",,Totale,72462,129,26,1,42,111824,183
